numitems,bitsperitem,instance_id,objective,use_heuristic_2,use_heuristic_3,use_lower_bound,diff,runtime
10,16,0,maximize-smallest-sum,False,False,False,375.0,0.019709000000000088
10,16,0,maximize-smallest-sum,False,False,True,108.0,0.005742799999999937
10,16,0,maximize-smallest-sum,True,False,False,339.0,0.001747799999999966
10,16,0,maximize-smallest-sum,True,False,True,572.0,0.0028200000000000447
10,16,1,maximize-smallest-sum,False,False,False,19.0,0.02840940000000003
10,16,1,maximize-smallest-sum,False,False,True,38.0,0.006059599999999943
10,16,1,maximize-smallest-sum,True,False,False,230.0,0.003836100000000009
10,16,1,maximize-smallest-sum,True,False,True,278.0,0.002622199999999908
10,16,2,maximize-smallest-sum,False,False,False,594.0,0.024915600000000038
10,16,2,maximize-smallest-sum,False,False,True,34.0,0.008774700000000024
10,16,2,maximize-smallest-sum,True,False,False,156.0,0.0019474000000000435
10,16,2,maximize-smallest-sum,True,False,True,151.0,0.001501400000000097
10,16,3,maximize-smallest-sum,False,False,False,229.0,0.016015200000000007
10,16,3,maximize-smallest-sum,False,False,True,63.0,0.0027905999999999764
10,16,3,maximize-smallest-sum,True,False,False,310.0,0.001443500000000153
10,16,3,maximize-smallest-sum,True,False,True,1425.0,0.0037803000000000697
10,16,4,maximize-smallest-sum,False,False,False,1625.0,0.015912599999999832
10,16,4,maximize-smallest-sum,False,False,True,46.0,0.005138599999999993
10,16,4,maximize-smallest-sum,True,False,False,50.0,0.0009471000000000895
10,16,4,maximize-smallest-sum,True,False,True,856.0,0.002299000000000051
10,16,5,maximize-smallest-sum,False,False,False,191.0,0.01710070000000008
10,16,5,maximize-smallest-sum,False,False,True,21.0,0.002473900000000029
10,16,5,maximize-smallest-sum,True,False,False,473.0,0.001146700000000056
10,16,5,maximize-smallest-sum,True,False,True,1042.0,0.0020509000000001887
10,16,6,maximize-smallest-sum,False,False,False,183.0,0.013221700000000114
10,16,6,maximize-smallest-sum,False,False,True,436.0,0.0037599999999999856
10,16,6,maximize-smallest-sum,True,False,False,125.0,0.002823800000000043
10,16,6,maximize-smallest-sum,True,False,True,124.0,0.004885299999999981
10,16,7,maximize-smallest-sum,False,False,False,64.0,0.02688960000000007
10,16,7,maximize-smallest-sum,False,False,True,171.0,0.006011800000000012
10,16,7,maximize-smallest-sum,True,False,False,202.0,0.0018569000000001612
10,16,7,maximize-smallest-sum,True,False,True,200.0,0.003247599999999906
10,16,8,maximize-smallest-sum,False,False,False,101.0,0.0248313
10,16,8,maximize-smallest-sum,False,False,True,787.0,0.003024300000000091
10,16,8,maximize-smallest-sum,True,False,False,2442.0,0.0011299999999998533
10,16,8,maximize-smallest-sum,True,False,True,98.0,0.0021209999999998175
10,16,9,maximize-smallest-sum,False,False,False,121.0,0.013669300000000106
10,16,9,maximize-smallest-sum,False,False,True,89.0,0.002476900000000004
10,16,9,maximize-smallest-sum,True,False,False,899.0,0.001635799999999854
10,16,9,maximize-smallest-sum,True,False,True,35.0,0.0012436000000000114
10,32,0,maximize-smallest-sum,False,False,False,17843477.0,0.014823999999999948
10,32,0,maximize-smallest-sum,False,False,True,37837429.0,0.004281299999999932
10,32,0,maximize-smallest-sum,True,False,False,15320608.0,0.0013206999999999525
