algorithm,numbins,numitems,bitsperitem,instance_id,diff,runtime
complete-greedy,3,38,8,4,0.0,0.016995800000586314
complete-greedy,3,38,8,5,0.0,0.002438199999232893
complete-greedy,3,38,8,6,0.0,0.002084199999444536
complete-greedy,3,38,8,7,1.0,0.002764700000625453
complete-greedy,3,38,8,8,1.0,0.005762100001447834
complete-greedy,3,38,8,9,0.0,0.014035700000022189
complete-greedy,3,38,10,0,1.0,0.005037899998569628
complete-greedy,3,38,10,1,0.0,0.032845699999597855
complete-greedy,3,38,10,2,0.0,0.11362879999978759
complete-greedy,3,38,10,3,1.0,0.004475600000660052
complete-greedy,3,38,10,4,1.0,0.11258809999890218
complete-greedy,3,38,10,5,1.0,0.004044499999508844
complete-greedy,3,38,10,6,0.0,0.0315547999998671
complete-greedy,3,38,10,7,0.0,0.04386209999938728
complete-greedy,3,38,10,8,0.0,0.8267369999994116
complete-greedy,3,38,10,9,1.0,0.003409700000702287
complete-greedy,3,38,12,0,1.0,1.1759345999998914
complete-greedy,3,40,8,0,1.0,0.0034152999996877043
complete-greedy,3,40,8,1,1.0,0.005329199999323464
complete-greedy,3,40,8,2,1.0,0.006333200000881334
complete-greedy,3,40,8,3,0.0,0.007454799999322859
complete-greedy,3,40,8,4,0.0,0.002915299999585841
complete-greedy,3,40,8,5,1.0,0.002301900000020396
complete-greedy,3,40,8,6,0.0,0.020090999998501502
complete-greedy,3,40,8,7,1.0,0.024693800000022748
complete-greedy,3,40,8,8,0.0,0.00171299999965413
complete-greedy,3,40,8,9,1.0,0.004420699999172939
complete-greedy,3,40,10,0,0.0,0.10567919999994047
complete-greedy,3,40,10,1,0.0,0.1353538999992452
complete-greedy,3,40,10,2,1.0,0.002750499999820022
complete-greedy,3,40,10,3,1.0,0.0762114000008296
complete-greedy,3,40,10,4,1.0,0.006118299999798182
complete-greedy,3,40,10,5,1.0,0.010196999999607215
complete-greedy,3,40,10,6,0.0,0.005187799999475828
complete-greedy,3,40,10,7,1.0,0.007378399999652174
complete-greedy,3,40,10,8,1.0,0.008769099998971797
complete-greedy,3,40,10,9,1.0,0.0044543000003614
complete-greedy,3,40,12,0,1.0,1.8552039999995031
complete-greedy,3,45,8,0,0.0,0.0315266999987216
complete-greedy,3,45,8,1,1.0,0.0046595999992860015
complete-greedy,3,45,8,2,0.0,0.0026250000009895302
complete-greedy,3,45,8,3,1.0,0.005008000000088941
complete-greedy,3,45,8,4,1.0,0.00327609999840206
complete-greedy,3,45,8,5,0.0,0.00846570000067004
complete-greedy,3,45,8,6,0.0,0.005215099999986705
complete-greedy,3,45,8,7,1.0,0.0021316000002116198
complete-greedy,3,45,8,8,0.0,0.011633500000243657
complete-greedy,3,45,8,9,1.0,0.005260300000372808
complete-greedy,3,45,10,0,1.0,0.028565099999468657
complete-greedy,3,45,10,1,1.0,0.003389799998331
complete-greedy,3,45,10,2,1.0,0.12006040000051144
complete-greedy,3,45,10,3,0.0,0.2406633000009606
complete-greedy,3,45,10,4,0.0,0.32248230000004696
complete-greedy,3,45,10,5,0.0,0.061209599998619524
complete-greedy,3,45,10,6,0.0,0.011097499998868443
complete-greedy,3,45,10,7,1.0,0.014714099999764585
complete-greedy,3,45,10,8,1.0,0.003682700000354089
complete-greedy,3,45,10,9,1.0,0.021057199999631848
complete-greedy,3,45,12,0,1.0,0.14485400000012305
complete-greedy,3,50,8,0,1.0,0.005481500000314554
complete-greedy,3,50,8,1,0.0,0.003539099998306483
complete-greedy,3,50,8,2,1.0,0.004437800000232528
complete-greedy,3,50,8,3,1.0,0.003951799999413197
complete-greedy,3,50,8,4,1.0,0.006957499999771244
complete-greedy,3,50,8,5,1.0,0.005176099999516737
complete-greedy,3,50,8,6,1.0,0.002256600000691833
complete-greedy,3,50,8,7,0.0,0.0027383999986341223
complete-greedy,3,50,8,8,0.0,0.0021909999995841645
complete-greedy,3,50,8,9,1.0,0.004496200001085526
complete-greedy,3,50,10,0,1.0,0.0958597999997437
complete-greedy,3,50,10,1,1.0,0.22068020000006072
complete-greedy,3,50,10,2,1.0,0.016715199999453034
complete-greedy,3,50,10,3,1.0,0.06210620000092604
complete-greedy,3,50,10,4,1.0,0.02103259999967122
complete-greedy,3,50,10,5,0.0,0.004902000000583939
complete-greedy,3,50,10,6,0.0,0.03538550000121177
complete-greedy,3,50,10,7,1.0,0.011416600000302424
complete-greedy,3,50,10,8,1.0,0.005662199999278528
complete-greedy,3,50,10,9,1.0,0.02713470000162488
complete-greedy,3,50,12,0,1.0,2.403902800000651
complete-greedy,3,60,8,0,1.0,0.004266800000550575
complete-greedy,3,60,8,1,1.0,0.005725299999539857
complete-greedy,3,60,8,2,1.0,0.01027549999889743
complete-greedy,3,60,8,3,1.0,0.0028851000006397953
complete-greedy,3,60,8,4,0.0,0.004199299999527284
complete-greedy,3,60,8,5,0.0,0.007261099999595899
complete-greedy,3,60,8,6,0.0,0.012831100000767037
complete-greedy,3,60,8,7,1.0,0.03351870000005874
complete-greedy,3,60,8,8,1.0,0.004138000000239117
complete-greedy,3,60,8,9,1.0,0.006384100001014303
complete-greedy,3,60,10,0,1.0,0.02713200000107463
complete-greedy,3,60,10,1,1.0,0.01169819999995525
complete-greedy,3,60,10,2,1.0,0.0062242999993031844
complete-greedy,3,60,10,3,1.0,0.018026299998382456
complete-greedy,3,60,10,4,0.0,0.005543500001294888
complete-greedy,3,60,10,5,0.0,0.09118630000011763
complete-greedy,3,60,10,6,1.0,0.14222560000052908
complete-greedy,3,60,10,7,1.0,0.005793700000140234
complete-greedy,3,60,10,8,1.0,0.18933900000047288
complete-greedy,3,60,10,9,0.0,0.11241929999960121
complete-greedy,3,60,12,0,1.0,0.3024938000016846
complete-greedy,3,70,8,0,1.0,0.031611899999916204
complete-greedy,3,70,8,1,1.0,0.012619600000107312
complete-greedy,3,70,8,2,0.0,0.003743600000234437
complete-greedy,3,70,8,3,0.0,0.018007000000579865
complete-greedy,3,70,8,4,1.0,0.014086499999393709
complete-greedy,3,70,8,5,1.0,0.005482999999003368
complete-greedy,3,70,8,6,1.0,0.003488399999696412
complete-greedy,3,70,8,7,1.0,0.006725899998855311
complete-greedy,3,70,8,8,0.0,0.0034577000005810987
complete-greedy,3,70,8,9,1.0,0.0042608000003383495
complete-greedy,3,70,10,0,1.0,0.03127009999843722
complete-greedy,3,70,10,1,0.0,0.0047166999993351055
complete-greedy,3,70,10,2,1.0,0.03362909999850672
complete-greedy,3,70,10,3,1.0,0.06520780000028026
complete-greedy,3,70,10,4,0.0,0.03669930000069144
complete-greedy,3,70,10,5,1.0,0.006896700000652345
complete-greedy,3,70,10,6,1.0,0.006905099999130471
complete-greedy,3,70,10,7,1.0,0.036516300000585034
complete-greedy,3,70,10,8,1.0,0.006433200000174111
complete-greedy,3,70,10,9,1.0,0.029144299998733914
complete-greedy,3,70,12,0,1.0,0.039170499998363084
complete-greedy,3,80,8,0,0.0,0.0042204000001220265
complete-greedy,3,80,8,1,0.0,0.004260499999872991
complete-greedy,3,80,8,2,1.0,0.004766599999129539
complete-greedy,3,80,8,3,0.0,0.0048141999996005325
complete-greedy,3,80,8,4,1.0,0.008695000000443542
complete-greedy,3,80,8,5,1.0,0.003797600000325474
complete-greedy,3,80,8,6,1.0,0.003612599999541999
complete-greedy,3,80,8,7,0.0,0.0036160999989078846
complete-greedy,3,80,8,8,0.0,0.005696500000340166
complete-greedy,3,80,8,9,1.0,0.00930049999988114
complete-greedy,3,80,10,0,0.0,0.05272060000061174
complete-greedy,3,80,10,1,0.0,0.019611800000348012
complete-greedy,3,80,10,2,0.0,0.004971799999111681
complete-greedy,3,80,10,3,0.0,0.015636400001312722
complete-greedy,3,80,10,4,0.0,0.028918500000145286
complete-greedy,3,80,10,5,1.0,0.0066936000002897345
complete-greedy,3,80,10,6,1.0,0.009514100000160397
complete-greedy,3,80,10,7,1.0,0.011210099999516387
complete-greedy,3,80,10,8,0.0,0.06613230000039039
complete-greedy,3,80,10,9,0.0,0.016023599999243743
complete-greedy,3,80,12,0,1.0,0.07627010000032897
complete-greedy,3,90,8,0,1.0,0.005208900000070571
complete-greedy,3,90,8,1,0.0,0.005430799999885494
complete-greedy,3,90,8,2,1.0,0.004782500000146683
complete-greedy,3,90,8,3,1.0,0.007492999999158201
complete-greedy,3,90,8,4,1.0,0.0056476999998267274
complete-greedy,3,90,8,5,0.0,0.0075462000004336005
complete-greedy,3,90,8,6,0.0,0.004482700000153272
complete-greedy,3,90,8,7,0.0,0.004796400000486756
complete-greedy,3,90,8,8,1.0,0.004330199999458273
complete-greedy,3,90,8,9,0.0,0.006412999999156455
complete-greedy,3,90,10,0,1.0,0.0071910000006027985
complete-greedy,3,90,10,1,1.0,0.005333099999916158
complete-greedy,3,90,10,2,1.0,0.005526700000700657
complete-greedy,3,90,10,3,0.0,0.006626600001254701
complete-greedy,3,90,10,4,1.0,0.020746599999256432
complete-greedy,3,90,10,5,1.0,0.011905699999260833
complete-greedy,3,90,10,6,1.0,0.07244139999966137
complete-greedy,3,90,10,7,1.0,0.014208699998562224
complete-greedy,3,90,10,8,1.0,0.005802400000902708
complete-greedy,3,90,10,9,0.0,0.009191099999952712
complete-greedy,3,90,12,0,0.0,0.38098619999982475
complete-greedy,3,100,8,0,0.0,0.005953199999567005
complete-greedy,3,100,8,1,1.0,0.0045649999992747325
complete-greedy,3,100,8,2,0.0,0.008244299999205396
complete-greedy,3,100,8,3,0.0,0.00637529999949038
complete-greedy,3,100,8,4,1.0,0.007358700000622775
complete-greedy,3,100,8,5,1.0,0.007710199999564793
complete-greedy,3,100,8,6,0.0,0.004813199999261997
complete-greedy,3,100,8,7,1.0,0.0061088999991625315
complete-greedy,3,100,8,8,1.0,0.004821500000616652
complete-greedy,3,100,8,9,1.0,0.005503099999259575
complete-greedy,3,100,10,0,1.0,0.019159100000251783
complete-greedy,3,100,10,1,0.0,0.16736480000145093
complete-greedy,3,100,10,2,1.0,0.0107229000004736
complete-greedy,3,100,10,3,1.0,0.00911409999935131
complete-greedy,3,100,10,4,1.0,0.01748050000060175
complete-greedy,3,100,10,5,0.0,0.014306899998700828
complete-greedy,3,100,10,6,1.0,0.007020600000032573
complete-greedy,3,100,10,7,0.0,0.006805099999837694
complete-greedy,3,100,10,8,1.0,0.005956099999821163
complete-greedy,3,100,10,9,1.0,0.019859800000631367
complete-greedy,3,100,12,0,1.0,0.0687523999986297
complete-greedy,4,10,8,0,14.0,0.003495900000416441
complete-greedy,4,10,8,1,13.0,0.0030621999994764337
complete-greedy,4,10,8,2,29.0,0.004042199998366414
complete-greedy,4,10,8,3,8.0,0.001824799999667448
complete-greedy,4,10,8,4,8.0,0.005346000001736684
complete-greedy,4,10,8,5,22.0,0.0015908000004856149
complete-greedy,4,10,8,6,5.0,0.00286220000089088
complete-greedy,4,10,8,7,14.0,0.006539799998790841
complete-greedy,4,10,8,8,39.0,0.002024699999310542
complete-greedy,4,10,8,9,38.0,0.0022028999992471654
complete-greedy,4,10,10,0,23.0,0.008515899999110843
complete-greedy,4,10,10,1,94.0,0.0025717000007716706
complete-greedy,4,10,10,2,401.0,0.0021226999997452367
complete-greedy,4,10,10,3,123.0,0.0020569000007526483
complete-greedy,4,10,10,4,64.0,0.0049569000002520625
complete-greedy,4,10,10,5,312.0,0.0017866999987745658
complete-greedy,4,10,10,6,27.0,0.003591200000300887
complete-greedy,4,10,10,7,53.0,0.00281149999864283
complete-greedy,4,10,10,8,146.0,0.00441070000124455
complete-greedy,4,10,10,9,122.0,0.001793000001271139
complete-greedy,4,10,12,0,214.0,0.0018423000001348555
complete-greedy,4,10,12,1,413.0,0.002595600000859122
complete-greedy,4,10,12,2,204.0,0.002707100000407081
complete-greedy,4,10,12,3,562.0,0.0024046999988058815
complete-greedy,4,10,12,4,156.0,0.005630999999993946
complete-greedy,4,10,12,5,167.0,0.0025724999995873077
complete-greedy,4,10,12,6,148.0,0.0018732999997155275
complete-greedy,4,10,12,7,329.0,0.002475699999195058
complete-greedy,4,10,12,8,1224.0,0.0023124999988795025
complete-greedy,4,10,12,9,475.0,0.0027854999989358475
complete-greedy,4,10,16,0,3694.0,0.001759900000251946
complete-greedy,4,10,16,1,6771.0,0.005137399999512127
complete-greedy,4,10,16,2,6310.0,0.004867599998760852
complete-greedy,4,10,16,3,4009.0,0.0018283000008523231
complete-greedy,4,10,16,4,13613.0,0.0038722999997844454
complete-greedy,4,10,16,5,1258.0,0.00810029999956896
complete-greedy,4,10,16,6,6136.0,0.005857300000570831
complete-greedy,4,10,16,7,9648.0,0.025841300001047784
complete-greedy,4,10,16,8,2813.0,0.006633400000282563
complete-greedy,4,10,16,9,5186.0,0.005713200000172947
complete-greedy,4,12,8,0,9.0,0.005360700000892393
complete-greedy,4,12,8,1,5.0,0.028196000001116772
complete-greedy,4,12,8,2,14.0,0.00932229999853007
complete-greedy,4,12,8,3,25.0,0.02893919999951322
complete-greedy,4,12,8,4,6.0,0.004423099999257829
complete-greedy,4,12,8,5,13.0,0.0037479999991774093
complete-greedy,4,12,8,6,4.0,0.007997900000191294
complete-greedy,4,12,8,7,1.0,0.007406900000205496
complete-greedy,4,12,8,8,7.0,0.024101799999698414
complete-greedy,4,12,8,9,7.0,0.03144350000002305
complete-greedy,4,12,10,0,22.0,0.004892400000244379
complete-greedy,4,12,10,1,50.0,0.06600430000071356
complete-greedy,4,12,10,2,19.0,0.008695100001204992
complete-greedy,4,12,10,3,6.0,0.01129179999952612
complete-greedy,4,12,10,4,25.0,0.02576529999896593
complete-greedy,4,12,10,5,32.0,0.01458710000042629
complete-greedy,4,12,10,6,42.0,0.051719999999477295
complete-greedy,4,12,10,7,34.0,0.04715489999944111
complete-greedy,4,12,10,8,44.0,0.03369390000079875
complete-greedy,4,12,10,9,36.0,0.012374599999020575
complete-greedy,4,12,12,0,102.0,0.03036679999968328
complete-greedy,4,12,12,1,174.0,0.03876069999932952
complete-greedy,4,12,12,2,133.0,0.006049499999789987
complete-greedy,4,12,12,3,139.0,0.02186960000108229
complete-greedy,4,12,12,4,112.0,0.0022884999998495914
complete-greedy,4,12,12,5,377.0,0.10182189999977709
complete-greedy,4,12,12,6,168.0,0.006134100000053877
complete-greedy,4,12,12,7,558.0,0.005986299998767208
complete-greedy,4,12,12,8,70.0,0.006364899998516194
complete-greedy,4,12,12,9,166.0,0.0320625000003929
complete-greedy,4,12,16,0,1416.0,0.023826399999961723
complete-greedy,4,12,16,1,898.0,0.01135459999932209
complete-greedy,4,12,16,2,1025.0,0.010276999999405234
complete-greedy,4,12,16,3,2379.0,0.02839289999974426
complete-greedy,4,12,16,4,2193.0,0.01622219999990193
complete-greedy,4,12,16,5,3097.0,0.015757099999973434
complete-greedy,4,12,16,6,2305.0,0.01323190000039176
complete-greedy,4,12,16,7,4316.0,0.0021058000002085464
complete-greedy,4,12,16,8,706.0,0.00427769999987504
complete-greedy,4,12,16,9,2053.0,0.00910440000006929
complete-greedy,4,14,8,0,4.0,0.25585709999904793
complete-greedy,4,14,8,1,3.0,0.021664899999450427
complete-greedy,4,14,8,2,3.0,0.10780739999972866
complete-greedy,4,14,8,3,4.0,0.03328989999863552
complete-greedy,4,14,8,4,3.0,0.10024950000115496
complete-greedy,4,14,8,5,2.0,0.1525409000005311
complete-greedy,4,14,8,6,6.0,0.035359599998628255
complete-greedy,4,14,8,7,1.0,0.0007778999988659052
complete-greedy,4,14,8,8,7.0,0.0109796999986429
complete-greedy,4,14,8,9,2.0,0.12003980000008596
complete-greedy,4,14,10,0,8.0,0.05358210000122199
complete-greedy,4,14,10,1,8.0,0.012108399998396635
complete-greedy,4,14,10,2,19.0,0.022819099998741876
complete-greedy,4,14,10,3,16.0,0.14686079999955837
complete-greedy,4,14,10,4,5.0,0.059617400000206544
complete-greedy,4,14,10,5,10.0,0.020799199999601115
complete-greedy,4,14,10,6,23.0,0.01773970000067493
complete-greedy,4,14,10,7,15.0,0.04644209999969462
complete-greedy,4,14,10,8,7.0,0.07895780000035302
complete-greedy,4,14,10,9,19.0,0.03333000000020547
complete-greedy,4,14,12,0,40.0,0.03314469999895664
complete-greedy,4,14,12,1,88.0,0.3667292999998608
complete-greedy,4,14,12,2,36.0,0.07879540000067209
complete-greedy,4,14,12,3,41.0,0.006059399998775916
complete-greedy,4,14,12,4,109.0,0.07453589999931864
complete-greedy,4,14,12,5,68.0,0.07101680000050692
complete-greedy,4,14,12,6,56.0,0.02359679999972286
complete-greedy,4,14,12,7,386.0,0.004235799999150913
complete-greedy,4,14,12,8,91.0,0.09445489999961865
complete-greedy,4,14,12,9,7.0,0.01978930000041146
complete-greedy,4,14,16,0,1048.0,0.043915000000197324
complete-greedy,4,14,16,1,925.0,0.0789338000013231
complete-greedy,4,14,16,2,755.0,0.0980613000010635
complete-greedy,4,14,16,3,907.0,0.03914509999958682
complete-greedy,4,14,16,4,1643.0,0.367681800000355
complete-greedy,4,14,16,5,1250.0,0.04621880000013334
complete-greedy,4,14,16,6,835.0,0.08707549999962794
complete-greedy,4,14,16,7,736.0,0.09396550000019488
complete-greedy,4,14,16,8,282.0,0.006568400000105612
complete-greedy,4,14,16,9,2075.0,0.11284380000142846
complete-greedy,4,16,8,0,2.0,0.20477570000002743
complete-greedy,4,16,8,1,2.0,0.21281850000013947
complete-greedy,4,16,8,2,1.0,0.022154399999635643
complete-greedy,4,16,8,3,0.0,0.17908840000018245
complete-greedy,4,16,8,4,1.0,0.6169185999988258
complete-greedy,4,16,8,5,2.0,0.21608420000120532
complete-greedy,4,16,8,6,2.0,0.4818299999988085
complete-greedy,4,16,8,7,1.0,0.047616800000469084
complete-greedy,4,16,8,8,2.0,0.08834759999990638
complete-greedy,4,16,8,9,1.0,0.05000640000071144
complete-greedy,4,16,10,0,3.0,0.9550104999998439
complete-greedy,4,16,10,1,80.0,0.04076859999986482
complete-greedy,4,16,10,2,23.0,0.3979451000013796
complete-greedy,4,16,10,3,6.0,1.1389111999997112
complete-greedy,4,16,10,4,4.0,2.706003100000089
complete-greedy,4,16,10,5,20.0,0.809356800000387
complete-greedy,4,16,10,6,6.0,0.2428131000015128
complete-greedy,4,16,10,7,8.0,0.7750273000001471
complete-greedy,4,16,10,8,3.0,0.32270660000176576
complete-greedy,4,16,10,9,2.0,1.4895974999999453
complete-greedy,4,16,12,0,9.0,0.4507922000011604
complete-greedy,4,16,12,1,28.0,0.04495450000104029
complete-greedy,4,16,12,2,32.0,3.43228260000069
complete-greedy,4,16,12,3,23.0,0.06175079999957234
complete-greedy,4,16,12,4,4.0,0.33630749999974796
complete-greedy,4,16,12,5,18.0,0.0661539000011544
complete-greedy,4,16,12,6,9.0,0.9578079000002617
complete-greedy,4,16,12,7,18.0,0.34368519999952696
complete-greedy,4,16,12,8,21.0,0.7081039999993664
complete-greedy,4,16,12,9,25.0,0.23301919999903475
complete-greedy,4,16,16,0,3852.0,0.1003299000003608
complete-greedy,4,16,16,1,156.0,0.10521730000073148
complete-greedy,4,16,16,2,401.0,0.2629954000003636
complete-greedy,4,16,16,3,874.0,1.3698836999992636
complete-greedy,4,16,16,4,283.0,0.8201035000001866
complete-greedy,4,16,16,5,1423.0,0.22486489999937476
complete-greedy,4,16,16,6,423.0,0.3704755999988265
complete-greedy,4,16,16,7,204.0,0.2891538000003493
complete-greedy,4,16,16,8,553.0,0.1929108999993332
complete-greedy,4,16,16,9,762.0,3.426805699999022
complete-greedy,4,18,8,0,1.0,0.13105989999894518
complete-greedy,4,18,8,1,1.0,0.017243199999938952
complete-greedy,4,18,8,2,1.0,0.016153700000359095
complete-greedy,4,18,8,3,2.0,3.4665792000014335
complete-greedy,4,18,8,4,1.0,0.16179960000044957
complete-greedy,4,18,8,5,1.0,0.0035432999993645353
complete-greedy,4,18,8,6,0.0,0.5415747000006377
complete-greedy,4,18,8,7,1.0,0.01826929999879212
complete-greedy,4,18,8,8,1.0,0.4846189999989292
complete-greedy,4,18,8,9,1.0,0.11836330000005546
complete-greedy,4,18,10,0,1.0,0.4759852999995928
complete-greedy,4,18,10,1,6.0,0.4459059000000707
complete-greedy,4,18,10,2,3.0,12.02387599999929
complete-greedy,4,18,10,3,1.0,0.06660279999960039
complete-greedy,4,18,10,4,2.0,8.501770300001226
complete-greedy,4,18,10,5,3.0,1.948824399998557
complete-greedy,4,18,10,6,3.0,7.820891600000323
complete-greedy,4,18,10,7,1.0,0.38412289999905624
complete-greedy,4,18,10,8,2.0,0.40277690000039
complete-greedy,4,18,10,9,3.0,3.1102358999996795
complete-greedy,4,18,12,0,8.0,0.7114237999994657
complete-greedy,4,18,12,1,11.0,1.444897099998343
complete-greedy,4,18,12,2,9.0,0.6071911999988515
complete-greedy,4,18,12,3,22.0,0.11146779999944556
complete-greedy,4,18,12,4,3.0,2.666676099999677
complete-greedy,4,18,12,5,11.0,1.1914593000001332
complete-greedy,4,18,12,6,8.0,1.2878796000004513
complete-greedy,4,18,12,7,14.0,9.373981599999752
complete-greedy,4,18,12,8,16.0,15.353811799999676
complete-greedy,4,18,12,9,9.0,19.027259000000413
complete-greedy,4,18,16,0,88.0,1.319326999999248
complete-greedy,4,18,16,1,155.0,4.372136900001351
complete-greedy,4,18,16,2,188.0,58.052388599999176
complete-greedy,4,20,8,0,1.0,1.974360499998511
complete-greedy,4,20,8,1,1.0,0.23866410000118776
complete-greedy,4,20,8,2,1.0,0.17775930000061635
complete-greedy,4,20,8,3,0.0,0.40638469999976223
complete-greedy,4,20,8,4,1.0,3.0483871000014915
complete-greedy,4,20,8,5,0.0,0.043837600000188104
complete-greedy,4,20,8,6,0.0,0.015382699999463512
complete-greedy,4,20,8,7,1.0,0.005073499998616171
complete-greedy,4,20,8,8,0.0,0.029354300000704825
complete-greedy,4,20,8,9,1.0,1.2180726000005961
complete-greedy,4,20,10,0,0.0,12.46873300000152
complete-greedy,4,20,10,1,1.0,1.5718978000004427
complete-greedy,4,20,10,2,1.0,8.424361499999577
complete-greedy,4,20,10,3,2.0,7.117838899999697
complete-greedy,4,20,10,4,2.0,8.730394700000033
complete-greedy,4,20,10,5,1.0,35.09532349999972
complete-greedy,4,20,12,0,6.0,3.594657100000404
complete-greedy,4,20,12,1,4.0,45.81406930000048
complete-greedy,4,20,16,0,71.0,9.702715600000374
complete-greedy,4,22,8,0,1.0,0.004554999999527354
complete-greedy,4,22,8,1,0.0,0.02699459999894316
complete-greedy,4,22,8,2,1.0,0.27330220000112604
complete-greedy,4,22,8,3,1.0,0.012123099999371334
complete-greedy,4,22,8,4,1.0,0.011747099999411148
complete-greedy,4,22,8,5,1.0,0.09413329999915732
complete-greedy,4,22,8,6,1.0,0.2821053999996366
complete-greedy,4,22,8,7,1.0,0.1469769000013912
complete-greedy,4,22,8,8,1.0,0.03451060000043071
complete-greedy,4,22,8,9,0.0,0.04219780000130413
complete-greedy,4,22,10,0,0.0,1.359909200000402
complete-greedy,4,22,10,1,0.0,76.4920148000001
complete-greedy,4,22,12,0,2.0,517.9421096999995
complete-greedy,4,24,8,0,1.0,0.0782446000011987
complete-greedy,4,24,8,1,0.0,1.0651017000000138
complete-greedy,4,24,8,2,1.0,0.18728069999997388
complete-greedy,4,24,8,3,1.0,0.3583344999988185
complete-greedy,4,24,8,4,1.0,0.06273350000083155
complete-greedy,4,24,8,5,1.0,1.194481900000028
complete-greedy,4,24,8,6,0.0,0.10119830000076036
complete-greedy,4,24,8,7,0.0,1.6727745000007417
complete-greedy,4,24,8,8,1.0,0.046917699999539764
complete-greedy,4,24,8,9,1.0,0.06314459999885003
complete-greedy,4,24,10,0,1.0,4.895128699999987
complete-greedy,4,26,8,0,1.0,0.33320029999958933
complete-greedy,4,26,8,1,1.0,0.0636261999989074
complete-greedy,4,26,8,2,0.0,0.1582869000012579
complete-greedy,4,26,8,3,1.0,0.008820399998512585
complete-greedy,4,26,8,4,0.0,0.9866197999999713
complete-greedy,4,26,8,5,0.0,0.019270000000688015
complete-greedy,4,26,8,6,0.0,0.14018209999994724
complete-greedy,4,26,8,7,0.0,0.017962899999474757
complete-greedy,4,26,8,8,0.0,0.5530225000002247
complete-greedy,4,26,8,9,1.0,0.02411229999961506
complete-greedy,4,26,10,0,1.0,13.089473299998645
complete-greedy,4,28,8,0,1.0,0.02258859999892593
complete-greedy,4,28,8,1,0.0,0.005239399999481975
complete-greedy,4,28,8,2,1.0,0.006117300001278636
complete-greedy,4,28,8,3,0.0,0.08097000000088883
complete-greedy,4,28,8,4,0.0,0.9819890999988274
complete-greedy,4,28,8,5,1.0,0.04336960000000545
complete-greedy,4,28,8,6,0.0,0.061850000000049477
complete-greedy,4,28,8,7,1.0,0.01612139999997453
complete-greedy,4,28,8,8,1.0,0.1506485000008979
complete-greedy,4,28,8,9,1.0,0.19728009999926144
complete-greedy,4,28,10,0,1.0,1.210060400000657
complete-greedy,4,30,8,0,0.0,0.16991650000090885
complete-greedy,4,30,8,1,1.0,0.0020535000003292225
complete-greedy,4,30,8,2,0.0,0.11479399999916495
complete-greedy,4,30,8,3,0.0,0.4515529999989667
complete-greedy,4,30,8,4,1.0,0.010223400000541005
complete-greedy,4,30,8,5,1.0,0.020927800000208663
complete-greedy,4,30,8,6,1.0,0.14491239999915706
complete-greedy,4,30,8,7,1.0,0.15884310000001278
complete-greedy,4,30,8,8,0.0,0.0252931000013632
complete-greedy,4,30,8,9,1.0,0.008689300000696676
complete-greedy,4,30,10,0,0.0,0.13103200000114157
complete-greedy,4,32,8,0,1.0,0.013107200000376906
complete-greedy,4,32,8,1,1.0,0.034868100001403945
complete-greedy,4,32,8,2,1.0,0.008858799999870826
complete-greedy,4,32,8,3,0.0,0.11103709999952116
complete-greedy,4,32,8,4,1.0,0.036801300000661286
complete-greedy,4,32,8,5,1.0,0.02522030000000086
complete-greedy,4,32,8,6,1.0,0.24664760000086972
complete-greedy,4,32,8,7,1.0,0.022213600001123268
complete-greedy,4,32,8,8,1.0,0.31742769999982556
complete-greedy,4,32,8,9,1.0,0.004475599998841062
complete-greedy,4,32,10,0,0.0,57.729984900001
complete-greedy,4,34,8,0,1.0,0.003291499999249936
complete-greedy,4,34,8,1,1.0,0.018217099999674247
complete-greedy,4,34,8,2,0.0,0.027847700001075282
complete-greedy,4,34,8,3,0.0,0.07625779999943916
complete-greedy,4,34,8,4,1.0,0.023451000000932254
complete-greedy,4,34,8,5,1.0,0.1786376999989443
complete-greedy,4,34,8,6,1.0,0.002167599999665981
complete-greedy,4,34,8,7,1.0,0.00390739999966172
complete-greedy,4,34,8,8,1.0,0.040128099999492406
complete-greedy,4,34,8,9,1.0,0.04236570000102802
complete-greedy,4,36,8,0,1.0,0.061687999999776366
complete-greedy,4,36,8,1,1.0,0.15301580000050308
complete-greedy,4,36,8,2,1.0,0.013219399999798043
complete-greedy,4,36,8,3,1.0,0.0103529999996681
complete-greedy,4,36,8,4,0.0,0.6446096999989095
complete-greedy,4,36,8,5,1.0,0.027648599998428836
complete-greedy,4,36,8,6,0.0,0.0028812000000471016
complete-greedy,4,36,8,7,1.0,0.013339999999516294
complete-greedy,4,36,8,8,0.0,0.029935799999293522
complete-greedy,4,36,8,9,1.0,0.004287900001145317
complete-greedy,4,38,8,0,1.0,0.014111399999819696
complete-greedy,4,38,8,1,1.0,0.00295170000026701
complete-greedy,4,38,8,2,1.0,0.013270599998577381
complete-greedy,4,38,8,3,1.0,0.023827799999708077
complete-greedy,4,38,8,4,1.0,0.01658099999986007
complete-greedy,4,38,8,5,0.0,0.015391000000818167
complete-greedy,4,38,8,6,0.0,0.007493799999792827
complete-greedy,4,38,8,7,0.0,0.04453959999955259
complete-greedy,4,38,8,8,0.0,0.16479059999983292
complete-greedy,4,38,8,9,1.0,0.05671989999973448
complete-greedy,4,40,8,0,1.0,0.007011000001512002
complete-greedy,4,40,8,1,0.0,0.10402710000016668
