numitems,bitsperitem,instance_id,objective,use_lower_bound,diff,runtime
20,32,5,minimize-largest-sum,False,42408.0,11.903569399999995
20,32,5,minimize-largest-sum,True,4617.0,0.2883564999999919
20,32,6,maximize-smallest-sum,False,22945.0,12.394936599999994
20,32,6,maximize-smallest-sum,True,77758202.0,0.000988700000007725
20,32,6,minimize-largest-sum,False,23590.0,11.756010400000008
20,32,6,minimize-largest-sum,True,15811.0,0.2338082000000128
20,32,7,maximize-smallest-sum,False,44522.0,12.291044900000003
20,32,7,maximize-smallest-sum,True,18720064.0,0.000628599999998869
20,32,7,minimize-largest-sum,False,22367.0,12.226710600000018
20,32,7,minimize-largest-sum,True,77253.0,0.21918719999999325
20,32,8,maximize-smallest-sum,False,485.0,12.106781900000016
20,32,8,maximize-smallest-sum,True,93467365.0,0.0005995000000211803
