numitems,bitsperitem,instance_id,objective,use_lower_bound,diff,runtime
20,32,3,minimize-largest-sum,False,13548.0,0.4587191999999902
20,16,1,minimize-largest-sum,True,1.0,0.4344242999999963
20,32,4,minimize-largest-sum,True,120810.0,0.4305784000000017
20,16,3,maximize-smallest-sum,True,0.0,0.419220100000004
15,16,7,maximize-smallest-sum,False,2.0,0.41794639999999994
20,16,4,minimize-largest-sum,True,0.0,0.4094483000000082
20,16,9,minimize-largest-sum,True,1.0,0.4077037000000132
20,32,5,minimize-largest-sum,True,120829.0,0.3974019999999996
15,16,5,maximize-smallest-sum,False,2.0,0.3903650000000001
15,16,3,maximize-smallest-sum,False,18.0,0.3871940999999999
15,32,6,maximize-smallest-sum,False,238260.0,0.38713130000000007
20,32,6,maximize-smallest-sum,True,53344.0,0.3868188999999802
15,48,1,maximize-smallest-sum,False,33945958916.0,0.3857834000000011
20,32,2,minimize-largest-sum,True,4567.0,0.38172670000000153
15,16,1,maximize-smallest-sum,False,1.0,0.3778511
20,48,1,minimize-largest-sum,True,4374424662.0,0.3716667999999572
15,16,0,maximize-smallest-sum,False,20.0,0.3694166000000001
15,32,2,maximize-smallest-sum,False,912299.0,0.3683687000000013
15,16,2,maximize-smallest-sum,False,1.0,0.36507200000000006
20,32,1,minimize-largest-sum,True,73237.0,0.36380110000001764
15,32,0,maximize-smallest-sum,False,243002.0,0.36340780000000006
15,48,2,maximize-smallest-sum,False,6678801398.0,0.3627257000000004
15,48,0,maximize-smallest-sum,False,38990262262.0,0.36078400000000066
15,48,9,maximize-smallest-sum,False,2088771477.0,0.36047969999999907
15,16,8,maximize-smallest-sum,False,16.0,0.3600344
15,16,4,maximize-smallest-sum,False,12.0,0.3597174999999999
15,48,7,maximize-smallest-sum,False,36670512193.0,0.3564241999999993
15,48,5,maximize-smallest-sum,False,149454593476.0,0.35635139999999943
15,48,4,maximize-smallest-sum,False,92805388144.0,0.35612889999999986
15,32,4,maximize-smallest-sum,False,1129053.0,0.35603720000000116
15,32,9,maximize-smallest-sum,False,535633.0,0.35544069999999905
15,32,8,maximize-smallest-sum,False,448836.0,0.3546697999999999
15,16,6,maximize-smallest-sum,False,16.0,0.35379320000000014
15,32,3,maximize-smallest-sum,False,7258427.0,0.35378160000000136
15,16,9,maximize-smallest-sum,False,2.0,0.35313000000000017
15,48,3,maximize-smallest-sum,False,6620539964.0,0.35311930000000125
15,32,5,maximize-smallest-sum,False,87598.0,0.3525823999999993
15,48,6,maximize-smallest-sum,False,126495183313.0,0.35241779999999956
15,32,1,maximize-smallest-sum,False,3690296.0,0.3505110000000009
15,48,8,maximize-smallest-sum,False,140161546571.0,0.34949929999999796
15,32,7,maximize-smallest-sum,False,684444.0,0.34719500000000103
20,32,6,minimize-largest-sum,True,34112.0,0.3041253000000097
20,16,2,minimize-largest-sum,True,0.0,0.3027160999999978
20,32,0,minimize-largest-sum,True,6240.0,0.2976548999999977
20,48,6,minimize-largest-sum,True,973440289.0,0.2709991999999488
20,16,6,minimize-largest-sum,True,0.0,0.26004659999999546
20,48,8,minimize-largest-sum,True,594843280.0,0.2534689999999955
20,32,4,maximize-smallest-sum,True,23120.0,0.24728529999998727
20,48,5,minimize-largest-sum,True,304193004.0,0.24012659999999642
20,32,3,minimize-largest-sum,True,30815.0,0.2243157999999994
20,48,1,maximize-smallest-sum,True,1082922699.0,0.2211731000000441
20,16,2,maximize-smallest-sum,True,0.0,0.2072306000000026
20,16,0,minimize-largest-sum,True,1.0,0.17293109999999956
15,48,9,minimize-largest-sum,False,16764887748.0,0.14554079999999914
15,32,3,minimize-largest-sum,False,486119.0,0.1053051000000007
15,16,8,minimize-largest-sum,False,7.0,0.10267690000000051
15,16,7,maximize-smallest-sum,True,4.0,0.10119399999999956
15,32,0,minimize-largest-sum,False,379722.0,0.08857340000000047
15,16,5,minimize-largest-sum,False,5.0,0.08789699999999989
15,16,9,minimize-largest-sum,False,9.0,0.08308210000000038
15,32,9,maximize-smallest-sum,True,423653.0,0.08125470000000057
15,48,0,minimize-largest-sum,False,46368370979.0,0.08068770000000036
15,48,1,minimize-largest-sum,False,35651166836.0,0.07932910000000071
15,48,6,minimize-largest-sum,False,29108949753.0,0.07850030000000174
15,16,1,maximize-smallest-sum,True,1.0,0.07739289999999999
15,48,1,maximize-smallest-sum,True,75414119599.0,0.07706679999999899
15,16,4,maximize-smallest-sum,True,16.0,0.07567199999999996
15,16,0,minimize-largest-sum,False,13.0,0.07529800000000009
15,48,3,maximize-smallest-sum,True,77968418278.0,0.07326810000000172
15,48,8,maximize-smallest-sum,True,119569117550.0,0.0727404000000007
15,32,3,maximize-smallest-sum,True,444797.0,0.0721708999999997
15,16,7,minimize-largest-sum,False,8.0,0.07201319999999978
15,16,1,minimize-largest-sum,False,1.0,0.07100939999999989
15,32,5,maximize-smallest-sum,True,602119.0,0.07053879999999957
15,48,3,minimize-largest-sum,False,41388107104.0,0.06859799999999971
15,16,9,maximize-smallest-sum,True,27.0,0.06801719999999989
15,16,3,minimize-largest-sum,False,0.0,0.06750940000000005
15,48,0,minimize-largest-sum,True,44412553463.0,0.06494649999999957
15,32,1,minimize-largest-sum,False,1035530.0,0.061638400000001425
15,32,2,minimize-largest-sum,False,100816.0,0.06088860000000018
15,48,5,minimize-largest-sum,False,33682650768.0,0.05948949999999975
15,48,4,minimize-largest-sum,False,144540685797.0,0.059003300000000536
15,32,7,maximize-smallest-sum,True,516802.0,0.057278099999999554
15,16,6,minimize-largest-sum,False,6.0,0.05578709999999987
15,32,4,maximize-smallest-sum,True,260723.0,0.053566
15,16,3,minimize-largest-sum,True,4.0,0.05235869999999965
15,48,0,maximize-smallest-sum,True,737952839.0,0.05095969999999994
15,32,8,maximize-smallest-sum,True,483497.0,0.04841360000000172
15,48,2,maximize-smallest-sum,True,17946613707.0,0.04740599999999873
15,48,7,minimize-largest-sum,False,555423906.0,0.04587749999999957
15,32,1,maximize-smallest-sum,True,1337222.0,0.045126800000000244
15,16,0,maximize-smallest-sum,True,8.0,0.04418959999999994
15,32,5,minimize-largest-sum,True,427715.0,0.04364739999999934
15,48,8,minimize-largest-sum,False,12355958687.0,0.042594599999997484
15,16,3,maximize-smallest-sum,True,9.0,0.04238659999999994
15,16,4,minimize-largest-sum,True,0.0,0.04235199999999928
15,32,0,maximize-smallest-sum,True,270913.0,0.04228640000000006
15,32,9,minimize-largest-sum,False,289673.0,0.04105360000000147
15,16,2,minimize-largest-sum,False,10.0,0.04054659999999988
15,48,5,maximize-smallest-sum,True,37772852232.0,0.040210800000000546
15,32,8,minimize-largest-sum,False,304605.0,0.03980439999999952
15,48,4,maximize-smallest-sum,True,1197363288.0,0.03766869999999933
15,32,9,minimize-largest-sum,True,1322017.0,0.03530789999999939
15,48,5,minimize-largest-sum,True,112219561216.0,0.03516049999999993
15,16,4,minimize-largest-sum,False,13.0,0.035044899999999934
15,32,7,minimize-largest-sum,False,35599.0,0.0344300999999998
15,32,6,minimize-largest-sum,True,489810.0,0.03291310000000003
15,32,4,minimize-largest-sum,False,49940.0,0.03185489999999902
15,32,2,maximize-smallest-sum,True,882071.0,0.03171569999999946
15,32,2,minimize-largest-sum,True,118774.0,0.031007899999998756
15,16,6,maximize-smallest-sum,True,10.0,0.030752500000000182
15,32,4,minimize-largest-sum,True,404313.0,0.03074409999999972
15,48,2,minimize-largest-sum,True,31352681781.0,0.03070050000000002
