numitems,bitsperitem,algorithm,numbins,instance_id,diff,runtime
12,20,recursive-number-partitioning-sy,3,5,26353.0,0.04302209999997331
12,20,recursive-number-partitioning-sy,3,6,6684.0,0.04152500000000714
12,20,recursive-number-partitioning-sy,3,7,36572.0,0.14317300000001865
12,20,recursive-number-partitioning-sy,3,8,10973.0,0.07079210000000558
12,20,recursive-number-partitioning-sy,3,9,10364.0,0.02501879999999801
12,20,recursive-number-partitioning-sy,4,0,56103.0,0.06545610000000579
12,20,recursive-number-partitioning-sy,4,1,49076.0,0.07271939999998267
12,20,recursive-number-partitioning-sy,4,2,27010.0,0.04689840000000345
12,20,recursive-number-partitioning-sy,4,3,52737.0,0.053595099999995455
12,20,recursive-number-partitioning-sy,4,4,51508.0,0.07181010000002175
12,20,recursive-number-partitioning-sy,4,5,59573.0,0.05504659999999717
12,20,recursive-number-partitioning-sy,4,6,78768.0,0.09215480000000298
12,20,recursive-number-partitioning-sy,4,7,25198.0,0.043609400000008236
12,20,recursive-number-partitioning-sy,4,8,45974.0,0.07121230000001333
12,20,recursive-number-partitioning-sy,4,9,154249.0,0.08832429999998226
12,24,recursive-number-partitioning-kg,2,0,2969.0,0.008138699999989285
12,24,recursive-number-partitioning-kg,2,1,159526.0,0.010273100000006252
12,24,recursive-number-partitioning-kg,2,2,10048.0,0.011746399999992718
12,24,recursive-number-partitioning-kg,2,3,324618.0,0.008509199999991779
12,24,recursive-number-partitioning-kg,2,4,53339.0,0.007784799999996039
12,24,recursive-number-partitioning-kg,2,5,101311.0,0.012562000000002627
12,24,recursive-number-partitioning-kg,2,6,135641.0,0.00703189999998699
12,24,recursive-number-partitioning-kg,2,7,10284.0,0.008586699999995062
12,24,recursive-number-partitioning-kg,2,8,102156.0,0.007911000000007107
12,24,recursive-number-partitioning-kg,2,9,2568.0,0.007090199999993274
12,24,recursive-number-partitioning-sy,2,0,6115.0,0.018205200000011246
12,24,recursive-number-partitioning-sy,2,1,8926.0,0.018559599999974807
12,24,recursive-number-partitioning-sy,2,2,18368.0,0.019289200000002893
12,24,recursive-number-partitioning-sy,2,3,11982.0,0.012409300000001622
12,24,recursive-number-partitioning-sy,2,4,7662.0,0.019094300000006115
12,24,recursive-number-partitioning-sy,2,5,24857.0,0.017604800000015075
12,24,recursive-number-partitioning-sy,2,6,4290.0,0.018770799999998644
12,24,recursive-number-partitioning-sy,2,7,8234.0,0.007643999999999096
12,24,recursive-number-partitioning-sy,2,8,7581.0,0.01224030000000198
12,24,recursive-number-partitioning-sy,2,9,17727.0,0.010423899999977948
12,24,recursive-number-partitioning-sy,3,0,183173.0,0.018592299999994566
12,24,recursive-number-partitioning-sy,3,1,91968.0,0.018863400000014963
12,24,recursive-number-partitioning-sy,3,2,108151.0,0.03312260000001288
12,24,recursive-number-partitioning-sy,3,3,62207.0,0.041034999999993715
12,24,recursive-number-partitioning-sy,3,4,66407.0,0.03573570000000359
12,24,recursive-number-partitioning-sy,3,5,32824.0,0.05261919999998099
12,24,recursive-number-partitioning-sy,3,6,192385.0,0.03453890000000115
12,24,recursive-number-partitioning-sy,3,7,50613.0,0.015760999999997694
12,24,recursive-number-partitioning-sy,3,8,83989.0,0.0327451999999937
12,24,recursive-number-partitioning-sy,3,9,88660.0,0.03987270000001786
12,24,recursive-number-partitioning-sy,4,0,1256505.0,0.11201820000002272
12,24,recursive-number-partitioning-sy,4,1,1395605.0,0.10322239999999283
12,24,recursive-number-partitioning-sy,4,2,631009.0,0.03919329999999377
12,24,recursive-number-partitioning-sy,4,3,1449782.0,0.07612309999998956
12,24,recursive-number-partitioning-sy,4,4,2931558.0,0.20854159999998956
12,24,recursive-number-partitioning-sy,4,5,934208.0,0.053449899999975514
12,24,recursive-number-partitioning-sy,4,6,1674337.0,0.15709000000001083
12,24,recursive-number-partitioning-sy,4,7,1087721.0,0.07418099999998162
12,24,recursive-number-partitioning-sy,4,8,3448788.0,0.152840800000007
12,24,recursive-number-partitioning-sy,4,9,2146034.0,0.0704140999999936
12,32,recursive-number-partitioning-kg,2,0,9850036.0,0.013305600000023787
12,32,recursive-number-partitioning-kg,2,1,22656844.0,0.009370600000011109
12,32,recursive-number-partitioning-kg,2,2,14968377.0,0.01192950000000792
12,32,recursive-number-partitioning-kg,2,3,80981929.0,0.008642500000007658
12,32,recursive-number-partitioning-kg,2,4,44421478.0,0.012198899999987134
12,32,recursive-number-partitioning-kg,2,5,3416757.0,0.006396499999993921
12,32,recursive-number-partitioning-kg,2,6,15921272.0,0.004656400000015992
12,32,recursive-number-partitioning-kg,2,7,430897639.0,0.007736399999998866
12,32,recursive-number-partitioning-kg,2,8,5846652.0,0.011990599999990081
12,32,recursive-number-partitioning-kg,2,9,63756387.0,0.012791599999985692
12,32,recursive-number-partitioning-sy,2,0,1133763.0,0.01778910000001588
12,32,recursive-number-partitioning-sy,2,1,14174030.0,0.017219199999999546
12,32,recursive-number-partitioning-sy,2,2,7934893.0,0.02073450000000321
12,32,recursive-number-partitioning-sy,2,3,16265499.0,0.01586940000001391
12,32,recursive-number-partitioning-sy,2,4,1795918.0,0.019142299999998613
12,32,recursive-number-partitioning-sy,2,5,1950671.0,0.014243499999992082
12,32,recursive-number-partitioning-sy,2,6,1966117.0,0.017360499999995227
12,32,recursive-number-partitioning-sy,2,7,13646976.0,0.011756399999995892
12,32,recursive-number-partitioning-sy,2,8,2207271.0,0.02005900000000338
12,32,recursive-number-partitioning-sy,2,9,7547949.0,0.019752699999997958
12,32,recursive-number-partitioning-sy,3,0,7003976.0,0.04149319999999079
12,32,recursive-number-partitioning-sy,3,1,19568866.0,0.006719000000003916
12,32,recursive-number-partitioning-sy,3,2,31561320.0,0.00975149999999303
12,32,recursive-number-partitioning-sy,3,3,42324069.0,0.010455199999995557
12,32,recursive-number-partitioning-sy,3,4,51489684.0,0.028003899999987425
12,32,recursive-number-partitioning-sy,3,5,15361288.0,0.03545090000000073
12,32,recursive-number-partitioning-sy,3,6,15192505.0,0.009755500000011352
12,32,recursive-number-partitioning-sy,3,7,41489635.0,0.007399999999989859
12,32,recursive-number-partitioning-sy,3,8,10670952.0,0.020003199999990784
12,32,recursive-number-partitioning-sy,3,9,34391125.0,0.023719099999993887
12,32,recursive-number-partitioning-sy,4,0,93823634.0,0.03704349999998158
12,32,recursive-number-partitioning-sy,4,1,325840189.0,0.06592879999999468
12,32,recursive-number-partitioning-sy,4,2,209754979.0,0.05735439999997993
12,32,recursive-number-partitioning-sy,4,3,279726639.0,0.04966220000000021
12,32,recursive-number-partitioning-sy,4,4,170192924.0,0.06146390000000679
12,32,recursive-number-partitioning-sy,4,5,835576949.0,0.13599320000000148
12,32,recursive-number-partitioning-sy,4,6,187835477.0,0.04392039999999042
12,32,recursive-number-partitioning-sy,4,7,179131007.0,0.040627800000009984
12,32,recursive-number-partitioning-sy,4,8,815757316.0,0.13441380000000436
12,32,recursive-number-partitioning-sy,4,9,701302061.0,0.1404141000000152
14,8,recursive-number-partitioning-kg,2,0,0.0,0.0506750999999781
14,8,recursive-number-partitioning-kg,2,1,4.0,0.04936839999999165
14,8,recursive-number-partitioning-kg,2,2,1.0,0.03389389999998116
14,8,recursive-number-partitioning-kg,2,3,1.0,0.025052799999997433
14,8,recursive-number-partitioning-kg,2,4,0.0,0.049780400000003056
14,8,recursive-number-partitioning-kg,2,5,1.0,0.051201299999974026
14,8,recursive-number-partitioning-kg,2,6,0.0,0.036834300000009534
14,8,recursive-number-partitioning-kg,2,7,2.0,0.031766599999997425
14,8,recursive-number-partitioning-kg,2,8,1.0,0.033621699999997645
14,8,recursive-number-partitioning-kg,2,9,1.0,0.048785600000002205
14,8,recursive-number-partitioning-sy,2,0,1.0,0.0700243999999941
14,8,recursive-number-partitioning-sy,2,1,1.0,0.07060630000000856
14,8,recursive-number-partitioning-sy,2,2,1.0,0.07190669999999955
14,8,recursive-number-partitioning-sy,2,3,1.0,0.05360800000002541
14,8,recursive-number-partitioning-sy,2,4,1.0,0.02237120000000914
14,8,recursive-number-partitioning-sy,2,5,1.0,0.05554220000001919
14,8,recursive-number-partitioning-sy,2,6,0.0,0.00017280000000141627
14,8,recursive-number-partitioning-sy,2,7,1.0,0.06867290000002413
14,8,recursive-number-partitioning-sy,2,8,0.0,0.000166200000023764
14,8,recursive-number-partitioning-sy,2,9,0.0,0.00016389999998978055
14,8,recursive-number-partitioning-sy,3,0,1.0,0.06166179999999599
14,8,recursive-number-partitioning-sy,3,1,2.0,0.09170689999999126
14,8,recursive-number-partitioning-sy,3,2,2.0,0.06356519999999932
14,8,recursive-number-partitioning-sy,3,3,1.0,0.10750189999998838
14,8,recursive-number-partitioning-sy,3,4,1.0,0.17572860000001356
14,8,recursive-number-partitioning-sy,3,5,2.0,0.06098330000000374
14,8,recursive-number-partitioning-sy,3,6,1.0,0.13717959999999607
14,8,recursive-number-partitioning-sy,3,7,2.0,0.06088879999998653
14,8,recursive-number-partitioning-sy,3,8,0.0,0.27713519999997516
14,8,recursive-number-partitioning-sy,3,9,1.0,0.20003510000000801
14,8,recursive-number-partitioning-sy,4,0,30.0,0.053457399999985
14,8,recursive-number-partitioning-sy,4,1,13.0,0.3389524000000108
14,8,recursive-number-partitioning-sy,4,2,7.0,0.0019772999999929652
14,8,recursive-number-partitioning-sy,4,3,7.0,0.23725189999998975
14,8,recursive-number-partitioning-sy,4,4,8.0,0.22576449999999681
14,8,recursive-number-partitioning-sy,4,5,5.0,0.0021318999999948574
14,8,recursive-number-partitioning-sy,4,6,6.0,0.027821899999992183
14,8,recursive-number-partitioning-sy,4,7,4.0,0.1854735000000005
14,8,recursive-number-partitioning-sy,4,8,4.0,0.16188349999998763
14,8,recursive-number-partitioning-sy,4,9,5.0,0.0022534999999948013
14,12,recursive-number-partitioning-kg,2,0,13.0,0.028390599999994492
14,12,recursive-number-partitioning-kg,2,1,4.0,0.03285250000001838
14,12,recursive-number-partitioning-kg,2,2,7.0,0.04622129999998492
14,12,recursive-number-partitioning-kg,2,3,26.0,0.05213420000001179
14,12,recursive-number-partitioning-kg,2,4,21.0,0.018267299999990882
14,12,recursive-number-partitioning-kg,2,5,9.0,0.03637630000000058
14,12,recursive-number-partitioning-kg,2,6,98.0,0.03482889999997951
14,12,recursive-number-partitioning-kg,2,7,21.0,0.030457100000006676
14,12,recursive-number-partitioning-kg,2,8,5.0,0.049938900000000785
14,12,recursive-number-partitioning-kg,2,9,7.0,0.03477650000002086
14,12,recursive-number-partitioning-sy,2,0,0.0,0.01198600000000738
14,12,recursive-number-partitioning-sy,2,1,2.0,0.07610360000001037
14,12,recursive-number-partitioning-sy,2,2,2.0,0.06493900000000963
14,12,recursive-number-partitioning-sy,2,3,1.0,0.05060840000001576
14,12,recursive-number-partitioning-sy,2,4,0.0,0.004426300000005767
14,12,recursive-number-partitioning-sy,2,5,1.0,0.06659840000000372
14,12,recursive-number-partitioning-sy,2,6,1.0,0.051566800000017565
14,12,recursive-number-partitioning-sy,2,7,0.0,0.009298999999998614
14,12,recursive-number-partitioning-sy,2,8,0.0,0.0001706999999839809
14,12,recursive-number-partitioning-sy,2,9,0.0,0.0521837000000005
14,12,recursive-number-partitioning-sy,3,0,3.0,0.20334350000001677
14,12,recursive-number-partitioning-sy,3,1,15.0,0.20080379999998854
14,12,recursive-number-partitioning-sy,3,2,11.0,0.16903210000000968
14,12,recursive-number-partitioning-sy,3,3,7.0,0.033682199999987006
14,12,recursive-number-partitioning-sy,3,4,9.0,0.05129579999999123
14,12,recursive-number-partitioning-sy,3,5,9.0,0.09945580000001542
14,12,recursive-number-partitioning-sy,3,6,14.0,0.4953682000000015
14,12,recursive-number-partitioning-sy,3,7,6.0,0.17154519999999707
14,12,recursive-number-partitioning-sy,3,8,17.0,0.12080850000000964
14,12,recursive-number-partitioning-sy,3,9,11.0,0.20384999999998854
14,12,recursive-number-partitioning-sy,4,0,118.0,0.3041206999999986
14,12,recursive-number-partitioning-sy,4,1,116.0,0.304643800000008
14,12,recursive-number-partitioning-sy,4,2,120.0,0.24487729999998464
14,12,recursive-number-partitioning-sy,4,3,343.0,0.3901673999999957
14,12,recursive-number-partitioning-sy,4,4,61.0,0.13908409999999094
14,12,recursive-number-partitioning-sy,4,5,110.0,0.2092072000000087
14,12,recursive-number-partitioning-sy,4,6,67.0,0.21219460000000367
14,12,recursive-number-partitioning-sy,4,7,308.0,0.6122885000000053
14,12,recursive-number-partitioning-sy,4,8,134.0,0.07390709999998535
14,12,recursive-number-partitioning-sy,4,9,55.0,0.1919702000000143
14,16,recursive-number-partitioning-kg,2,0,517.0,0.048066299999987905
14,16,recursive-number-partitioning-kg,2,1,186.0,0.04970670000000155
14,16,recursive-number-partitioning-kg,2,2,19.0,0.0237075999999945
14,16,recursive-number-partitioning-kg,2,3,213.0,0.050482199999976274
14,16,recursive-number-partitioning-kg,2,4,1927.0,0.04338920000000712
14,16,recursive-number-partitioning-kg,2,5,2357.0,0.0493754000000024
14,16,recursive-number-partitioning-kg,2,6,90.0,0.0504895999999917
14,16,recursive-number-partitioning-kg,2,7,30.0,0.03014049999998747
14,16,recursive-number-partitioning-kg,2,8,355.0,0.047904099999982463
14,16,recursive-number-partitioning-kg,2,9,148.0,0.02124759999998105
14,16,recursive-number-partitioning-sy,2,0,20.0,0.043151699999981474
14,16,recursive-number-partitioning-sy,2,1,48.0,0.07285289999998668
14,16,recursive-number-partitioning-sy,2,2,6.0,0.04144300000001522
14,16,recursive-number-partitioning-sy,2,3,2.0,0.03529829999999379
14,16,recursive-number-partitioning-sy,2,4,17.0,0.048783000000014454
14,16,recursive-number-partitioning-sy,2,5,5.0,0.05973800000001006
14,16,recursive-number-partitioning-sy,2,6,38.0,0.06923589999999535
14,16,recursive-number-partitioning-sy,2,7,2.0,0.0675815999999827
14,16,recursive-number-partitioning-sy,2,8,42.0,0.07408819999997718
14,16,recursive-number-partitioning-sy,2,9,6.0,0.05461299999998914
14,16,recursive-number-partitioning-sy,3,0,553.0,0.2167127000000164
14,16,recursive-number-partitioning-sy,3,1,374.0,0.07559779999999705
14,16,recursive-number-partitioning-sy,3,2,362.0,0.1415986000000089
14,16,recursive-number-partitioning-sy,3,3,413.0,0.21073479999998312
14,16,recursive-number-partitioning-sy,3,4,146.0,0.18020780000000514
14,16,recursive-number-partitioning-sy,3,5,586.0,0.31388419999998973
14,16,recursive-number-partitioning-sy,3,6,288.0,0.11767000000000394
14,16,recursive-number-partitioning-sy,3,7,365.0,0.06787310000001412
14,16,recursive-number-partitioning-sy,3,8,108.0,0.019996700000007195
14,16,recursive-number-partitioning-sy,3,9,255.0,0.13551029999999287
14,16,recursive-number-partitioning-sy,4,0,1941.0,0.34621830000000386
14,16,recursive-number-partitioning-sy,4,1,791.0,0.1641830000000084
14,16,recursive-number-partitioning-sy,4,2,2152.0,0.662811099999999
14,16,recursive-number-partitioning-sy,4,3,2785.0,0.37968510000001743
14,16,recursive-number-partitioning-sy,4,4,4396.0,0.4564005000000009
14,16,recursive-number-partitioning-sy,4,5,2267.0,0.48531149999999457
14,16,recursive-number-partitioning-sy,4,6,329.0,0.3435743999999943
14,16,recursive-number-partitioning-sy,4,7,1851.0,0.1705225999999982
14,16,recursive-number-partitioning-sy,4,8,3247.0,0.22907209999999623
14,16,recursive-number-partitioning-sy,4,9,983.0,0.24241539999999873
14,20,recursive-number-partitioning-kg,2,0,1831.0,0.02347109999999475
14,20,recursive-number-partitioning-kg,2,1,8517.0,0.054519800000008445
14,20,recursive-number-partitioning-kg,2,2,3316.0,0.04019859999999653
14,20,recursive-number-partitioning-kg,2,3,897.0,0.031601000000023305
14,20,recursive-number-partitioning-kg,2,4,620.0,0.051314800000000105
14,20,recursive-number-partitioning-kg,2,5,16154.0,0.03170800000000895
14,20,recursive-number-partitioning-kg,2,6,2369.0,0.0183949000000041
14,20,recursive-number-partitioning-kg,2,7,4379.0,0.028196800000017674
14,20,recursive-number-partitioning-kg,2,8,5002.0,0.027123599999981707
14,20,recursive-number-partitioning-kg,2,9,4558.0,0.050699700000023995
14,20,recursive-number-partitioning-sy,2,0,52.0,0.06656670000000986
14,20,recursive-number-partitioning-sy,2,1,122.0,0.07482980000000339
14,20,recursive-number-partitioning-sy,2,2,40.0,0.05587520000000268
14,20,recursive-number-partitioning-sy,2,3,357.0,0.07498749999999177
14,20,recursive-number-partitioning-sy,2,4,488.0,0.046620300000000725
14,20,recursive-number-partitioning-sy,2,5,127.0,0.06861639999999625
14,20,recursive-number-partitioning-sy,2,6,1.0,0.06963859999999045
14,20,recursive-number-partitioning-sy,2,7,162.0,0.07017329999999333
14,20,recursive-number-partitioning-sy,2,8,88.0,0.06905559999998445
14,20,recursive-number-partitioning-sy,2,9,125.0,0.0710550000000012
14,20,recursive-number-partitioning-sy,3,0,1365.0,0.23446770000001038
14,20,recursive-number-partitioning-sy,3,1,4708.0,0.1296389999999974
14,20,recursive-number-partitioning-sy,3,2,3965.0,0.26248120000002473
14,20,recursive-number-partitioning-sy,3,3,3659.0,0.06519189999997366
14,20,recursive-number-partitioning-sy,3,4,7100.0,0.08204520000001025
14,20,recursive-number-partitioning-sy,3,5,9491.0,0.14044269999999415
14,20,recursive-number-partitioning-sy,3,6,1559.0,0.08461889999998107
14,20,recursive-number-partitioning-sy,3,7,1926.0,0.1930135000000064
14,20,recursive-number-partitioning-sy,3,8,2904.0,0.34496379999998794
14,20,recursive-number-partitioning-sy,3,9,4012.0,0.08597789999998895
14,20,recursive-number-partitioning-sy,4,0,87858.0,0.5034182999999928
14,20,recursive-number-partitioning-sy,4,1,43741.0,0.32001929999998424
14,20,recursive-number-partitioning-sy,4,2,62773.0,0.39576880000001324
14,20,recursive-number-partitioning-sy,4,3,85064.0,0.369737200000003
14,20,recursive-number-partitioning-sy,4,4,93226.0,0.5709970000000055
14,20,recursive-number-partitioning-sy,4,5,10075.0,0.1702026000000103
14,20,recursive-number-partitioning-sy,4,6,24153.0,0.2661085000000014
14,20,recursive-number-partitioning-sy,4,7,48697.0,0.2479833999999812
14,20,recursive-number-partitioning-sy,4,8,37624.0,0.22920460000000276
14,20,recursive-number-partitioning-sy,4,9,38594.0,0.2821428000000026
14,24,recursive-number-partitioning-kg,2,0,42715.0,0.05257530000000088
14,24,recursive-number-partitioning-kg,2,1,310343.0,0.05088510000001634
14,24,recursive-number-partitioning-kg,2,2,43629.0,0.03689520000000357
14,24,recursive-number-partitioning-kg,2,3,297992.0,0.04999129999998786
14,24,recursive-number-partitioning-kg,2,4,5643.0,0.05387519999999313
14,24,recursive-number-partitioning-kg,2,5,86961.0,0.015960400000011532
14,24,recursive-number-partitioning-kg,2,6,30104.0,0.04510319999999979
14,24,recursive-number-partitioning-kg,2,7,559895.0,0.028732000000019298
14,24,recursive-number-partitioning-kg,2,8,27866.0,0.03986519999997995
14,24,recursive-number-partitioning-kg,2,9,9319.0,0.026636400000001004
14,24,recursive-number-partitioning-sy,2,0,8519.0,0.10202480000000946
14,24,recursive-number-partitioning-sy,2,1,2445.0,0.06985509999998385
14,24,recursive-number-partitioning-sy,2,2,1807.0,0.0704465999999968
14,24,recursive-number-partitioning-sy,2,3,8950.0,0.05975189999998065
14,24,recursive-number-partitioning-sy,2,4,1183.0,0.06328510000000165
14,24,recursive-number-partitioning-sy,2,5,220.0,0.04540900000000647
14,24,recursive-number-partitioning-sy,2,6,1638.0,0.07098990000000072
14,24,recursive-number-partitioning-sy,2,7,29.0,0.07648380000000543
14,24,recursive-number-partitioning-sy,2,8,1918.0,0.043797299999994266
14,24,recursive-number-partitioning-sy,2,9,6153.0,0.06698930000001724
14,24,recursive-number-partitioning-sy,3,0,86019.0,0.10700270000000955
14,24,recursive-number-partitioning-sy,3,1,66065.0,0.05078979999998978
14,24,recursive-number-partitioning-sy,3,2,59963.0,0.11678009999999972
14,24,recursive-number-partitioning-sy,3,3,99344.0,0.04050050000000738
14,24,recursive-number-partitioning-sy,3,4,97316.0,0.08482459999999037
14,24,recursive-number-partitioning-sy,3,5,55374.0,0.10065860000000271
14,24,recursive-number-partitioning-sy,3,6,89064.0,0.21726680000000442
14,24,recursive-number-partitioning-sy,3,7,17327.0,0.08106650000001991
14,24,recursive-number-partitioning-sy,3,8,52156.0,0.023327699999981633
14,24,recursive-number-partitioning-sy,3,9,55076.0,0.04449280000000044
14,24,recursive-number-partitioning-sy,4,0,691740.0,0.41818100000000413
14,24,recursive-number-partitioning-sy,4,1,878238.0,0.3255558000000178
14,24,recursive-number-partitioning-sy,4,2,637066.0,0.3475645000000043
14,24,recursive-number-partitioning-sy,4,3,274691.0,0.0612607000000196
14,24,recursive-number-partitioning-sy,4,4,284403.0,0.17189299999998298
14,24,recursive-number-partitioning-sy,4,5,1178868.0,0.47780790000001616
14,24,recursive-number-partitioning-sy,4,6,879233.0,0.3808027000000038
14,24,recursive-number-partitioning-sy,4,7,736675.0,0.3331952000000058
14,24,recursive-number-partitioning-sy,4,8,766433.0,0.31089839999998503
14,24,recursive-number-partitioning-sy,4,9,2567313.0,0.5309109000000092
14,32,recursive-number-partitioning-kg,2,0,7074846.0,0.03208570000001032
14,32,recursive-number-partitioning-kg,2,1,25352781.0,0.048673199999996086
14,32,recursive-number-partitioning-kg,2,2,1505934.0,0.02707169999999337
14,32,recursive-number-partitioning-kg,2,3,2657201.0,0.05434139999999843
14,32,recursive-number-partitioning-kg,2,4,2614030.0,0.04584520000000225
14,32,recursive-number-partitioning-kg,2,5,8420734.0,0.027270399999991923
14,32,recursive-number-partitioning-kg,2,6,5076113.0,0.05572920000000181
14,32,recursive-number-partitioning-kg,2,7,15932060.0,0.05119349999998235
14,32,recursive-number-partitioning-kg,2,8,1393473.0,0.04608000000001766
14,32,recursive-number-partitioning-kg,2,9,17223903.0,0.017502799999988383
14,32,recursive-number-partitioning-sy,2,0,625503.0,0.04763700000000881
14,32,recursive-number-partitioning-sy,2,1,8324778.0,0.07368059999998877
14,32,recursive-number-partitioning-sy,2,2,2556881.0,0.028718199999985927
14,32,recursive-number-partitioning-sy,2,3,2074275.0,0.030285899999995536
14,32,recursive-number-partitioning-sy,2,4,5844279.0,0.049005999999991445
14,32,recursive-number-partitioning-sy,2,5,2670787.0,0.05436140000000478
14,32,recursive-number-partitioning-sy,2,6,344105.0,0.06585169999999607
14,32,recursive-number-partitioning-sy,2,7,18273.0,0.05515479999999684
14,32,recursive-number-partitioning-sy,2,8,1877589.0,0.05264000000002511
14,32,recursive-number-partitioning-sy,2,9,590865.0,0.0469415999999967
14,32,recursive-number-partitioning-sy,3,0,19693285.0,0.04150859999998602
14,32,recursive-number-partitioning-sy,3,1,2894914.0,0.2791864000000146
14,32,recursive-number-partitioning-sy,3,2,49311179.0,0.1719210999999916
14,32,recursive-number-partitioning-sy,3,3,13675063.0,0.07340370000000007
14,32,recursive-number-partitioning-sy,3,4,20428945.0,0.275678599999992
14,32,recursive-number-partitioning-sy,3,5,8732258.0,0.146889299999998
14,32,recursive-number-partitioning-sy,3,6,28818658.0,1.823031699999973
14,32,recursive-number-partitioning-sy,3,7,14356642.0,0.35421080000000416
14,32,recursive-number-partitioning-sy,3,8,12650334.0,0.023460799999980964
14,32,recursive-number-partitioning-sy,3,9,16039203.0,0.31314009999999826
14,32,recursive-number-partitioning-sy,4,0,112615436.0,0.45451289999999744
14,32,recursive-number-partitioning-sy,4,1,200539017.0,0.2371240999999884
14,32,recursive-number-partitioning-sy,4,2,48842701.0,0.1690866000000142
14,32,recursive-number-partitioning-sy,4,3,304345624.0,0.3084235000000035
14,32,recursive-number-partitioning-sy,4,4,176064219.0,0.35978119999998626
14,32,recursive-number-partitioning-sy,4,5,95328271.0,0.25430209999998965
14,32,recursive-number-partitioning-sy,4,6,163671284.0,0.28540959999997995
14,32,recursive-number-partitioning-sy,4,7,460736938.0,0.6502762000000075
14,32,recursive-number-partitioning-sy,4,8,172694872.0,0.2915205000000185
14,32,recursive-number-partitioning-sy,4,9,188976795.0,0.35076530000000616
16,8,recursive-number-partitioning-kg,2,0,6.0,0.19364239999998745
16,8,recursive-number-partitioning-kg,2,1,1.0,0.1830418999999779
16,8,recursive-number-partitioning-kg,2,2,1.0,0.1685137999999995
16,8,recursive-number-partitioning-kg,2,3,0.0,0.1850845000000163
16,8,recursive-number-partitioning-kg,2,4,0.0,0.18767339999999422
16,8,recursive-number-partitioning-kg,2,5,1.0,0.18242220000001907
16,8,recursive-number-partitioning-kg,2,6,1.0,0.07962069999999244
16,8,recursive-number-partitioning-kg,2,7,0.0,0.20210419999997953
16,8,recursive-number-partitioning-kg,2,8,4.0,0.1883971000000031
16,8,recursive-number-partitioning-kg,2,9,0.0,0.10514810000000807
16,8,recursive-number-partitioning-sy,2,0,1.0,0.17182990000000586
16,8,recursive-number-partitioning-sy,2,1,1.0,0.16329169999997362
16,8,recursive-number-partitioning-sy,2,2,0.0,0.000680399999993142
16,8,recursive-number-partitioning-sy,2,3,1.0,0.26775469999998336
16,8,recursive-number-partitioning-sy,2,4,0.0,0.0001814999999965039
16,8,recursive-number-partitioning-sy,2,5,0.0,0.00017979999998374296
16,8,recursive-number-partitioning-sy,2,6,0.0,0.00017690000001380213
16,8,recursive-number-partitioning-sy,2,7,1.0,0.10537650000000554
16,8,recursive-number-partitioning-sy,2,8,0.0,0.0001867000000004282
16,8,recursive-number-partitioning-sy,2,9,1.0,0.2604804999999999
16,8,recursive-number-partitioning-sy,3,0,1.0,0.6302771999999948
16,8,recursive-number-partitioning-sy,3,1,1.0,0.27356679999999756
16,8,recursive-number-partitioning-sy,3,2,0.0,1.1366709000000128
16,8,recursive-number-partitioning-sy,3,3,1.0,0.6656418999999971
16,8,recursive-number-partitioning-sy,3,4,1.0,1.2873067000000162
16,8,recursive-number-partitioning-sy,3,5,1.0,0.10037689999998634
16,8,recursive-number-partitioning-sy,3,6,1.0,0.6235493000000076
16,8,recursive-number-partitioning-sy,3,7,1.0,0.36836790000000974
16,8,recursive-number-partitioning-sy,3,8,1.0,0.1049973999999736
16,8,recursive-number-partitioning-sy,3,9,1.0,1.3382740000000126
16,8,recursive-number-partitioning-sy,4,0,12.0,2.2865633999999773
16,8,recursive-number-partitioning-sy,4,1,4.0,0.025386599999990267
16,8,recursive-number-partitioning-sy,4,2,2.0,0.002406100000001743
16,8,recursive-number-partitioning-sy,4,3,5.0,0.8235058999999865
16,8,recursive-number-partitioning-sy,4,4,4.0,0.026165100000014263
16,8,recursive-number-partitioning-sy,4,5,11.0,0.0030935999999996966
16,8,recursive-number-partitioning-sy,4,6,8.0,1.569236100000012
16,8,recursive-number-partitioning-sy,4,7,3.0,0.003688899999986006
16,8,recursive-number-partitioning-sy,4,8,11.0,1.4752145000000212
16,8,recursive-number-partitioning-sy,4,9,8.0,0.9506161000000191
16,12,recursive-number-partitioning-kg,2,0,4.0,0.16622360000002345
16,12,recursive-number-partitioning-kg,2,1,18.0,0.220089999999999
16,12,recursive-number-partitioning-kg,2,2,96.0,0.20402810000001637
16,12,recursive-number-partitioning-kg,2,3,0.0,0.14046899999999596
16,12,recursive-number-partitioning-kg,2,4,46.0,0.18698340000000258
16,12,recursive-number-partitioning-kg,2,5,5.0,0.2026687000000038
16,12,recursive-number-partitioning-kg,2,6,12.0,0.18280819999998243
16,12,recursive-number-partitioning-kg,2,7,35.0,0.1328015999999934
16,12,recursive-number-partitioning-kg,2,8,6.0,0.18621660000002294
16,12,recursive-number-partitioning-kg,2,9,2.0,0.18480479999999488
16,12,recursive-number-partitioning-sy,2,0,0.0,0.12826590000000238
16,12,recursive-number-partitioning-sy,2,1,0.0,0.05917990000000373
16,12,recursive-number-partitioning-sy,2,2,1.0,0.17943209999998544
16,12,recursive-number-partitioning-sy,2,3,1.0,0.21824380000001042
16,12,recursive-number-partitioning-sy,2,4,0.0,0.07383089999999015
