algorithm,numbins,numitems,bitsperitem,instance_id,runtime,diff
integer-programming,2,35,16,3,0.2800969000000464,0.0
integer-programming,2,35,16,4,0.0189780999999698,1.574976769092656e-06
integer-programming,2,35,16,5,0.4047161999999957,1.5495731700703042e-06
integer-programming,2,35,16,6,0.2988503999999921,0.0
integer-programming,2,35,16,7,1.263332300000002,1.4820699181304578e-06
integer-programming,2,35,16,8,0.4555939999999623,1.542781326174828e-06
integer-programming,2,35,16,9,0.2881388000000129,0.0
integer-programming,2,12,16,0,0.7256826,0.0002423732164839
integer-programming,2,12,16,1,0.1851297999999999,0.0007203157864407
integer-programming,2,12,16,2,0.1846810999999999,2.819972928259889e-05
integer-programming,2,12,16,3,0.1199711999999999,9.119095385737736e-05
integer-programming,2,12,16,4,0.1094359000000002,0.0005358119807558
integer-programming,2,12,16,5,0.1582889,0.000364456390515
